,"name","boundaryType","validTime","leftPlateId","rightPlateId","reconstructionPlateId","points"
480,"Alashan-QQ MOR","MidOceanRidge","{'beginMa': 545.0, 'endMa': 500.1}",456,580,,"{39.9356922237,82.1034185979},{41.1053778817,82.9075075438},{40.900874604,83.3329026073},{42.9539706439,85.3638937873},{42.0227665179,87.1422646927},{43.6992050214,88.5941459071},{42.773239663300004,90.6257782013},{43.1503645865,91.0403937079},{42.6797065374,92.1702982279},{44.1501886127,93.5051657642},{43.8363391973,94.2826302498},{43.5907813947,94.9032092953},{44.7675186429,95.9326129426},{44.4625480469,96.7649922571},{46.7697720239,102.6210042988}"
481,"Tarim-Kunlun MoR","MidOceanRidge","{'beginMa': 550.0, 'endMa': 500.1}",580,457,,"{46.2811689841,67.3764491331},{45.4127593885,69.7582294843},{45.0636007732,69.4941740286},{43.957018087,72.2586421569},{43.5897189356,71.9905051216},{43.1757436611,72.9535432209},{42.048525776,72.4956369046},{41.1852199624,74.2590111016},{40.2296785834,73.8679082236},{39.7430595923,75.0794849616},{38.8745052558,74.7323652111},{38.5843893106,75.4449240456},{37.2409946367,74.8951020685},{36.8916282757,75.8508765446},{36.021154744,75.4322251868},{34.889832183,77.5911705457},{33.7529912246,76.8008525923},{32.8985155027,78.7391210743}"
482,"Q/Q-South China MoR","MidOceanRidge","{'beginMa': 510.0, 'endMa': 490.1}",456,602,,"{36.449870433,87.1673953032},{34.7940245063,89.1138499425},{35.4173353401,89.9647794873},{34.5478710803,91.043213259},{35.3950583754,92.232339372},{34.1774125332,93.6713343862},{35.0582442926,95.0454495935},{33.1497067164,97.1114680097},{34.4560379742,99.2585626669},{33.0171471292,100.8216805765},{34.1169597406,102.8752768063}"
483,"Alxa back arc","MidOceanRidge","{'beginMa': 520.0, 'endMa': 480.1}",451,4511,,"{40.2139208176,94.5902923638},{39.6142184839,96.5605134132},{39.3280384193,96.3566920303},{38.5267489084,98.6176526449},{38.4593286456,98.5859443703},{37.9076147605,100.0154918033},{37.9821812707,100.0558464393},{37.3080230619,101.7012293893},{37.2218806489,101.651552385},{36.9241809616,102.3489619451},{37.2579617501,102.6719294878},{36.8158841405,103.5625208202},{36.559959143,103.3110351895},{35.5058047483,105.3119433781}"
484,"Tianshan-Gondwana MoR","MidOceanRidge","{'beginMa': 500.0, 'endMa': 475.1}",459,501,,"{23.4368751161,44.0988254673},{21.1634761927,44.3349087331},{22.0340982191,47.9095906667},{21.1671778418,48.1279555567},{21.6886006072,52.3023629013},{21.0440863431,52.4850962035},{21.4459854041,56.1655486658},{20.8282075505,56.1997994518},{21.3471124978,59.9540923697},{20.6842793592,60.1062107687},{21.1336379618,64.7898986822},{21.9003690438,64.6918723439},{22.1644179136,67.4926102984},{21.8095440471,67.5360634542},{22.0701078405,70.656228504},{22.3043808928,70.6560394778},{22.6053843161,75.8103601174},{22.278128337,75.8362900603},{22.5265228057,81.0396696194},{22.4280048099,82.606215748}"
485,"South China-Gondwana MoR","MidOceanRidge","{'beginMa': 455.0, 'endMa': 440.1}",501,602,,"{33.655112369,84.8798523742},{36.1277789491,81.4731154542},{35.6137910162,80.4442741854},{37.4836313295,77.5845015438},{36.931347409,76.7299216652},{38.2447878773,74.7161357779},{37.6918568749,73.9153043953},{39.6122667791,70.9566063243},{38.5325055472,69.4996695941},{42.0919804845,63.1420403923},{48.1393970726,68.616425976},{50.4313642523,63.153767295},{49.8794819897,62.465189045},{51.7345563793,56.0055544133},{50.9487622634,55.4626631253},{52.9852127655,42.8771436445},{51.8958686601,42.8857448548},{52.2337660477,31.2124067503},{51.6318419947,31.2598643036},{52.6106204724,20.8989253009}"
486,"South China-Gondwana MoR","MidOceanRidge","{'beginMa': 440.0, 'endMa': 430.1}",602,501,,"{18.2447954598,97.3851318371},{25.0385410597,94.5918976773},{25.4010585286,95.8192529029},{31.0468420214,93.5459583932},{31.3361278483,94.5544993238},{37.068645002,92.4287145204},{38.1872163797,98.0662632338},{44.0958658407,96.567692349},{44.2003703929,98.3924008957},{51.1098111812,96.5020662541},{51.331456831,98.7891362019},{54.6084461383,97.6971595113},{54.7147983298,99.1594528062},{57.8742883548,98.6368728343}"
487,"North China-Australia MoR","MidOceanRidge","{'beginMa': 490.0, 'endMa': 475.1}",601,801,,"{39.6149026697,138.6807338189},{44.4452793041,140.4506093876},{45.396454694,140.8928332651},{45.6180890511,140.2234198906},{46.4392142539,140.7039771643},{46.8767350501,138.8844733606},{48.0028697624,139.4018307363},{48.2925844006,137.9941114096},{49.4208011653,138.4300388148},{49.6593963109,137.0968585957},{52.1529619312,138.1553085662},{52.3817722689,136.4033705972},{53.898094621,136.9117350903},{54.1497812978,134.5602392106},{55.6640203338,134.8854405804},{55.8233246171,130.1735837172},{56.8558363591,130.3500256404},{56.9766282982,123.3923921199},{57.8057479372,123.5016024218},{57.7071580789,115.5535482061}"
488,"North China-South China MoR","MidOceanRidge","{'beginMa': 490.0, 'endMa': 475.1}",602,601,,"{25.2804501765,131.4694281283},{28.2249870576,129.9140181333},{29.0375071984,131.5612595267},{30.5619453333,130.6499948882},{31.9955424001,129.588605769},{32.2804426401,130.0885588003},{35.2751654247,127.5006401946},{35.5986248383,128.0310247508},{36.8781087064,126.9398952303},{37.6235941051,128.3518008363},{41.2860002055,126.2111067698}"
489,,"MidOceanRidge","{'beginMa': 480.0, 'endMa': 470.1}",457,505,,"{38.2293423544,63.7066658099},{35.0092203237,72.501498152},{33.9973903988,71.9597967941},{31.7994232843,77.2486754332},{32.2847064992,77.5933335016},{28.1833932177,85.5060309829},{27.8359202125,85.2300515124},{23.5761054883,92.1151612268},{24.2669652507,92.6138469016},{22.546359511,94.9401150209}"
490,"Tarim-Gondwana MoR","MidOceanRidge","{'beginMa': 475.0, 'endMa': 470.1}",580,701,,"{53.8657324543,57.4414287647},{46.859403468,49.7664489245},{44.7610964594,53.2238587737},{40.4247478705,49.511162566},{38.1080152259,53.4215167363},{34.7373179424,50.5970532352},{31.8176928797,54.9792653822},{28.9282036449,52.4828782398},{26.463071338,55.8877900772},{24.4365453387,54.5397384647},{23.5811076123,53.9221522675}"
491,"Ran Ocean Ridge","MidOceanRidge","{'beginMa': 460.0, 'endMa': 440.1}",302,701,,"{22.595283835300002,17.5031375739},{25.8558494341,34.8600544207},{28.0586018845,34.4868194298},{31.4500188863,52.2463447663},{30.2598088012,53.161753012},{33.1967107685,66.2294965497},{34.3648854154,66.4194347223},{33.8342505249,84.3265349122}"
492,"Siberia-Laurentia MoR","MidOceanRidge","{'beginMa': 432.0, 'endMa': 430.1}",302,401,,"{30.3039290897,47.3296563831},{35.425984852,55.7205708345},{36.6492553687,54.1552300417},{42.8066819319,65.9137998579},{44.2983363825,64.3473646732},{48.8030861109,71.4620518901},{50.7356811877,69.7395151517},{58.8259225249,87.8357086533}"
493,"Paleotethys MOR","MidOceanRidge","{'beginMa': 420.0, 'endMa': 410.1}",9006,701,,"{59.3327516957,91.8979636144},{55.5109577955,90.5356732383},{54.777859716500004,92.0539717434},{40.6524499642,88.41661294},{40.5130365242,89.8423064929},{31.5406016328,87.8580543325},{31.2504687207,89.5894045737},{30.4680895093,89.4578245264},{29.3208770979,93.8739080544},{24.2834414707,93.7015743595},{24.4860613916,95.7689448584},{16.3679134359,96.2692651044},{15.9187785104,94.6498480171},{8.3393272786,95.6011273332},{0.8257718001000001,96.234260193},{0.5511422495,94.988145248},{-5.1229074113,95.5565829205},{-5.0172247488,91.9551120029},{-9.0508673586,92.3353231594}"
494,"Q/Q-South China MoR","MidOceanRidge","{'beginMa': 545.0, 'endMa': 510.1}",456,602,,"{38.626339002899996,84.8350358858},{36.449870433,87.1673953032},{34.7940245063,89.1138499425},{35.4173353401,89.9647794873},{34.5478710803,91.043213259},{35.3950583754,92.232339372},{34.1774125332,93.6713343862},{35.0582442926,95.0454495935},{33.1497067164,97.1114680097},{34.4560379742,99.2585626669},{33.0171471292,100.8216805765},{34.4730332963,103.1902598684},{33.1887656089,104.6888010424},{33.6352192988,105.4832519529},{33.0306358946,106.1816223565},{33.6570031382,107.3050464635},{32.8975985863,108.0966529009},{35.1583262103,112.7877319576},{33.6631283619,113.8262822956}"
495,"Aus-South China MoR","MidOceanRidge","{'beginMa': 475.0, 'endMa': 455.1}",801,6026,,"{7.9904594419,122.896630691},{3.572673306,121.8169538488},{3.7274517901,121.2318058511},{1.0564374213,120.4568416185},{1.1695416472,120.1093588233},{-2.5777607700000003,119.0525422383},{-2.4871719288,118.792411197},{-5.1965943632,117.8211256149},{-5.1468923021,117.7179739714},{-6.4668451963999996,117.1504135528},{-6.6741377693,117.6435758501},{-9.0426665812,116.522756911},{-8.8929940919,116.1393541822},{-10.3278052807,115.4946492469},{-10.0292733415,114.8225014144},{-12.200629399,113.8250629653},{-12.0506191867,112.4228377228},{-16.5761130004,110.1871511981}"
496,"Penobscot Backarc","MidOceanRidge","{'beginMa': 500.0, 'endMa': 490.1}",108,1018,,"{39.9080990333,-84.5235899219},{40.5282932116,-85.0117616955},{41.2644429347,-83.917090532},{41.5695842727,-84.2171982377},{42.5129948404,-82.7435035211},{42.8076279883,-83.1035333582},{45.6243787311,-78.7771557243},{45.9357070241,-79.2392285859},{48.0451815912,-75.5991873467},{47.7582954822,-75.2215303693},{49.1842925384,-72.2922901242},{49.0425582269,-72.1452525323},{50.8864286834,-67.6669956803},{50.6773525998,-67.3940490191},{52.2321625833,-62.2651802704},{51.3907559785,-61.4123288172}"
497,"Laurentia-Cuyania Ridge","MidOceanRidge","{'beginMa': 490.0, 'endMa': 480.1}",101,22601,,"{14.1990546365,-128.318642262},{17.3760873016,-110.9621134836},{16.8730129653,-110.8956681576},{17.9620631165,-105.5640604254},{18.4733577637,-105.6794631423},{19.1348070745,-101.5323220859},{19.5250777442,-101.5837328698},{20.513047371,-95.2596334213},{20.8195245626,-95.3162037387},{21.5386824234,-86.8466129828},{21.8446101278,-86.8569754476},{22.0371127239,-80.7760747347},{21.1661460727,-80.70503976},{21.038391143,-76.4042107682},{21.5183549467,-76.3962204558},{20.7171711948,-67.8215765851}"
498,"Laurentia-Cuyania Ridge","MidOceanRidge","{'beginMa': 500.0, 'endMa': 490.1}",101,22601,,"{15.4494205219,-121.8877246132},{17.3760873016,-110.9621134836},{16.8730129653,-110.8956681576},{17.9620631165,-105.5640604254},{19.119940499,-105.668823642},{20.0563372758,-101.7441647347},{20.4034911666,-101.7582643603},{21.9477619506,-95.4506200777},{22.6262255275,-95.5217131117},{23.5314999782,-87.1266051491},{21.8446101278,-86.8569754476},{22.0371127239,-80.7760747347},{21.1661460727,-80.70503976},{21.038391143,-76.4042107682}"
499,"Laurentia-Cuyania Ridge","MidOceanRidge","{'beginMa': 480.0, 'endMa': 470.1}",101,22601,,"{13.7612964022,-121.0245138311},{14.3910750217,-118.1426782018},{18.0557504274,-109.9816462744},{17.240531703,-109.3819366847},{22.794769966,-95.077755968},{24.0298128271,-95.4087019789},{27.0984314582,-82.5127887896},{26.1874901319,-82.3169729462},{27.6211806574,-73.170996684},{28.6536622471,-73.2423104383},{29.1684849616,-65.8871406134},{29.6297255937,-62.3924405746}"
500,"Baltica-Gondwana ridge","MidOceanRidge","{'beginMa': 475.0, 'endMa': 460.1}",701,302,,"{70.6774483815,54.1468413825},{65.0194230125,46.6987395433},{66.073481929,39.8874929904},{63.6855887543,38.7235133201},{64.7196211956,28.3327787395},{61.2993146803,27.8368955115},{61.6018011868,19.3965875151},{59.3860320279,19.5298890859},{58.8571106105,5.9425499513},{56.9644725567,6.6141033628},{55.9687864004,-1.3201254315},{52.9603866084,-0.2262771998},{52.1362753643,-6.983593991},{50.5582495785,-6.2174912431},{48.9142874069,-5.7756127923000005},{47.9704611202,-11.5973716852},{45.7373982213,-10.8807487742},{45.199876927,-13.8364932735},{42.6677765979,-12.8786805491},{42.5144351859,-13.7563609329},{40.5511801547,-13.1791881568},{40.3051500845,-15.2087952537},{38.5025720862,-14.8583840176},{38.4257482208,-15.821556747},{37.0649652571,-15.727771669},{36.9588241174,-17.5418617515},{36.8720907373,-20.3344274369}"
501,"Laurentia-Godnwana MoR","MidOceanRidge","{'beginMa': 475.0, 'endMa': 470.1}",101,701,,"{23.8481218474,-74.3744950004},{26.3163043756,-73.0786683389},{26.5760933546,-73.5358620091},{29.6702253904,-71.9128984883},{30.0856971061,-72.7605619684},{32.9354729811,-70.7034088814}"
502,"Laurentia-Cuyania Ridge","MidOceanRidge","{'beginMa': 470.0, 'endMa': 460.1}",101,22601,,"{8.0238150367,-131.6749908299},{15.9887336913,-115.068927267},{15.348897619,-114.7073699055},{20.6075724823,-101.2236279713},{21.3579558561,-101.6988626803},{27.8926549147,-82.7553528806},{27.4319649974,-82.5569020621},{29.7530334935,-68.4921518139}"
503,,"MidOceanRidge","{'beginMa': 470.0, 'endMa': 460.1}",22601,701,,"{3.3062724388999998,-70.0600396509},{2.2843322811,-72.0072207975},{1.4829285190000001,-72.1163656892},{1.083588386,-78.617926239},{2.3539109719,-78.6793837857},{3.4329116663,-82.7498673138}"
504,"Laurentia-Cuyania Ridge","MidOceanRidge","{'beginMa': 460.0, 'endMa': 450.1}",101,22601,,"{11.4386246384,-130.8882747945},{15.2329191643,-118.703210851},{15.6631614267,-118.7585413038},{17.3760873016,-110.9621134836},{16.8730129653,-110.8956681576},{17.9620631165,-105.5640604254},{18.4733577637,-105.6794631423},{19.1348070745,-101.5323220859},{19.5250777442,-101.5837328698},{20.513047371,-95.2596334213},{20.8195245626,-95.3162037387},{21.5386824234,-86.8466129828},{21.8446101278,-86.8569754476},{22.0371127239,-80.7760747347},{21.1661460727,-80.70503976},{21.038391143,-76.4042107682}"
505,"Carolinia-Ganderia MoR","MidOceanRidge","{'beginMa': 480.0, 'endMa': 450.1}",185,184,,"{33.5969392678,-78.5148625777},{34.6126989219,-78.43336048890001},{34.6407563552,-78.1303609013},{35.7348410475,-78.1803496618},{35.7600982022,-77.9190901038},{37.5064456205,-77.9807130876},{37.4800100192,-78.2870678816},{39.3244052055,-78.4028677729}"
506,"West-East Avalonia Ridge","MidOceanRidge","{'beginMa': 455.0, 'endMa': 450.1}",315,108,,"{52.413973506,-12.8692308506},{51.6536376268,-10.4312018349},{51.2920711287,-10.7606646862},{50.3261973012,-7.8401096008},{50.607787291,-7.5837336436000005},{49.5975159788,-4.7265381538},{49.8972307384,-4.4479494175},{49.5203040473,-3.5572871318},{50.441068333,-2.6103524115},{49.2108291204,0.2050403455},{49.761198018,0.7584166760000001},{47.5745080636,5.3378318925},{49.1073507158,7.2572435155},{47.6212588584,10.0096648233},{50.0302101609,13.5703346132},{49.4481621023,14.6607145184},{50.7625202288,16.9806064227},{50.3299495855,17.6418473986},{52.4416235905,21.3605012306},{52.1247007559,21.8800403895},{54.0441882505,25.1759397704}"
507,"West-East Avalonia Ridge","MidOceanRidge","{'beginMa': 450.0, 'endMa': 440.1}",315,108,,"{55.5769201933,-15.9881922194},{53.4195662437,-16.0374345106},{53.5355827103,-14.1757041739},{52.0650119153,-13.9331612461},{52.0648414324,-11.9214457292},{49.3639965398,-11.5565668111}"
508,"Baltica-Proto-Tethys Ridge","MidOceanRidge","{'beginMa': 435.0, 'endMa': 430.1}",302,9019,,"{35.5058722759,34.0000201341},{31.2183410527,25.5279591197},{30.4348607429,25.7687162823},{25.3248878188,16.9159116097},{24.4789119362,17.5643073999},{23.9502431299,16.3161713965},{23.4041391748,16.6241817871},{22.5905535451,14.8677964723},{21.7958455545,15.3161530752},{20.8176529211,13.4247867983},{20.0123175972,13.7636389749},{18.8947392746,11.9068447794},{18.4876766935,12.1773646316},{17.511953324,10.6492717266},{16.7003095179,11.1904330238},{16.0377025249,10.316677724},{15.5419992946,10.7666618965},{14.7158866089,9.652767178}"
509,"Laurentia-Gondwana ridge","MidOceanRidge","{'beginMa': 440.0, 'endMa': 430.1}",701,101,,"{-5.9708752248,-46.4223552893},{-12.0378819646,-44.8794607615},{-12.56824524,-45.5264492893},{-14.9755745137,-44.3904264953},{-14.7594850485,-43.8610039262},{-17.5804051877,-42.3938014105},{-17.4231542595,-42.0445663295},{-20.9672873163,-40.0765428411},{-20.7922539625,-39.6825489578},{-24.5226523755,-37.3201075078},{-24.6820955133,-37.7138406787},{-27.810868167,-35.6828137407},{-27.9891762188,-36.0445915773},{-30.7548352903,-34.143680271},{-31.0148287933,-34.5962573249},{-35.4626549399,-31.121463974}"
510,"Rheic ridge","MidOceanRidge","{'beginMa': 430.0, 'endMa': 420.1}",9019,701,,"{-28.8684019851,-171.4923449932},{-39.7102682496,-163.5345630825},{-56.7277014863,-140.3565495175},{-59.4231002783,-142.4212225485},{-64.7985074258,-118.3682346724},{-67.0202365472,-120.1293924985},{-67.4789605653,-95.6352495977},{-68.43409253,-95.3708070399},{-62.8938427507,-64.1025873447},{-66.5172704625,-57.1047653806},{-56.1532014513,-39.5935258116},{-56.9716414683,-36.4169413626},{-43.1331118725,-26.1227507472},{-44.0668213291,-22.3251583331},{-29.1493081433,-14.6191706685},{-29.0799894002,-16.5256554489},{-13.1062456228,-10.1963712805},{-13.0547923676,-11.9455012234},{3.5339486586,-7.0256665451},{3.4189669628,-7.7328268408},{10.1169542754,-6.7371374531}"
511,"Eastern Mianlue spreading","MidOceanRidge","{'beginMa': 420.0, 'endMa': 410.1}",601,602,,"{27.8925210328,106.7130122247},{25.800006874,109.6356504714},{28.8341246735,113.7481432702},{27.4487188807,115.5236333019},{28.9562143487,117.9462617062},{28.1869787009,119.0150447243},{28.835670966,121.9316016316},{28.0723378001,122.3270616147},{29.0997537372,124.4742469253},{27.5509299568,125.536469423},{28.3003396511,126.5404166197},{25.9233260779,128.4899668747}"
512,"North China-Kunlun MoR","MidOceanRidge","{'beginMa': 430.0, 'endMa': 410.1}",601,4571,,"{50.9723064975,107.0443638333},{41.3387512727,101.2832936494},{41.2272474771,103.1793236674},{34.6910140869,100.4109799617},{34.1531205736,102.7971367011},{25.7104628867,100.3988097641}"
513,"South China-Gondwana MoR","MidOceanRidge","{'beginMa': 430.0, 'endMa': 410.1}",602,501,,"{18.2447954598,97.3851318371},{25.0385410597,94.5918976773},{25.4010585286,95.8192529029},{31.0468420214,93.5459583932},{31.3361278483,94.5544993238},{41.9128564186,88.9755786671}"
514,"Tarim-Tianshan MoR","MidOceanRidge","{'beginMa': 440.0, 'endMa': 420.1}",459,5801,,"{25.9434116945,84.6723503794},{30.5467568764,85.6196351657},{30.6469747804,85.014743103},{35.3308815736,86.3437964579},{35.5158996867,85.7444251934},{39.8492200389,87.1896373477},{39.9762453725,86.7675071565},{43.5335689304,88.2267072763},{43.6482272675,87.5126754082},{46.3483890147,88.1817563085},{46.2629963699,88.8128380609},{49.3876008841,89.5962153728},{49.1764142901,90.3263666233},{52.8317176691,91.3803796408}"
515,"Mongol-Okhotsk ridge","MidOceanRidge","{'beginMa': 450.0, 'endMa': 410.1}",401,4100,,"{40.74364249,100.1366706903},{46.7870480586,105.0574466746},{46.5553334499,105.7519728343},{48.6015198529,107.7913329366},{48.0448842952,109.0295192478},{50.0580768181,111.7007905469},{49.5093895716,112.8127557685},{50.4567719018,114.1291411766},{49.8584422176,115.0736324542},{50.9333664284,116.6333508343},{50.2962416899,117.6879524618},{50.995484,119.1863592355},{50.5501014566,119.7247967092},{51.7970589676,122.3980471592},{51.2557281516,122.9847353206},{52.3174033502,125.6519098679},{51.8140177109,126.089127884},{52.6604456846,128.6883346783},{51.810545394,129.3088417936},{52.6968130412,132.8569652649},{51.9266788025,133.2709338705},{52.7840036062,137.7578189285},{51.9840987746,138.2207214533},{53.1162790828,145.922854275},{51.7340489929,146.5394027154},{52.3567424412,154.4218645622},{50.9970957791,154.1549863499},{50.6003076799,164.1739740556},{49.802376633,169.1851443403}"
